"","year","state","district","dem_votes_major_percent","rep_votes_major_percent","rep_votes","dem_votes","rep_status","dem_status","winner_party"
"3218",2006,"Maryland",1,31.14,68.86,185177,83738,"Incumbent","Challenger","R"
"3219",2006,"Maryland",2,69.29,30.71,60195,135818,"Challenger","Incumbent","D"
"3220",2006,"Maryland",3,65.47,34.53,79174,150142,"Challenger","Challenger","D"
"3221",2006,"Maryland",4,81.23,18.77,32792,141897,"Challenger","Incumbent","D"
"3222",2006,"Maryland",5,100,0,0,168114,NA,"Incumbent","D"
"3223",2006,"Maryland",6,39.46,60.54,141200,92030,"Incumbent","Challenger","R"
"3224",2006,"Maryland",7,100,0,0,158830,NA,"Incumbent","D"
"3225",2006,"Maryland",8,77.75,22.25,48324,168872,"Challenger","Incumbent","D"
"3226",2006,"Massachusetts",1,100,0,0,158057,NA,"Incumbent","D"
"3227",2006,"Massachusetts",2,100,0,0,164939,NA,"Incumbent","D"
"3228",2006,"Massachusetts",3,100,0,0,166973,NA,"Incumbent","D"
"3229",2006,"Massachusetts",4,100,0,0,176513,NA,"Incumbent","D"
"3230",2006,"Massachusetts",5,100,0,0,159120,NA,"Incumbent","D"
"3231",2006,"Massachusetts",6,69.72,30.28,72997,168056,"Challenger","Incumbent","D"
"3232",2006,"Massachusetts",7,100,0,0,171902,NA,"Incumbent","D"
"3233",2006,"Massachusetts",8,100,0,0,125515,NA,"Incumbent","D"
"3234",2006,"Massachusetts",9,78.24,21.76,47114,169420,"Challenger","Incumbent","D"
"3235",2006,"Massachusetts",10,68.66,31.34,78439,171812,"Challenger","Incumbent","D"
"3236",2006,"Michigan",1,71.27,28.73,72753,180448,"Challenger","Incumbent","D"
"3237",2006,"Michigan",2,32.21,67.79,183006,86950,"Incumbent","Challenger","R"
"3238",2006,"Michigan",3,35.41,64.59,171212,93846,"Incumbent","Challenger","R"
"3239",2006,"Michigan",4,38.52,61.48,160041,100260,"Incumbent","Challenger","R"
"3240",2006,"Michigan",5,74.29,25.71,60967,176171,"Challenger","Incumbent","D"
"3241",2006,"Michigan",6,38.5,61.5,142125,88978,"Incumbent","Challenger","R"
"3242",2006,"Michigan",7,47.94,52.06,122348,112665,"Challenger","Challenger","R"
"3243",2006,"Michigan",8,43.71,56.29,157237,122107,"Incumbent","Challenger","R"
"3244",2006,"Michigan",9,47.26,52.74,142390,127620,"Incumbent","Challenger","R"
"3245",2006,"Michigan",10,32.11,67.89,179072,84689,"Incumbent","Challenger","R"
"3246",2006,"Michigan",11,44.3,55.7,143658,114248,"Incumbent","Challenger","R"
"3247",2006,"Michigan",12,72.88,27.12,62689,168494,"Challenger","Incumbent","D"
"3248",2006,"Michigan",13,100,0,0,126308,NA,"Incumbent","D"
"3249",2006,"Michigan",14,85.3,14.7,27367,158755,"Challenger","Incumbent","D"
"3250",2006,"Michigan",15,100,0,0,181946,NA,"Incumbent","D"
"3251",2006,"Minnesota",1,52.81,47.19,126486,141556,"Incumbent","Challenger","D"
"3252",2006,"Minnesota",2,41.61,58.39,163269,116343,"Incumbent","Challenger","R"
"3253",2006,"Minnesota",3,35.08,64.92,184333,99588,"Incumbent","Challenger","R"
"3254",2006,"Minnesota",4,69.7,30.3,74797,172096,"Challenger","Incumbent","D"
"3255",2006,"Minnesota",5,72.25,27.75,52263,136060,"Challenger","Challenger","D"
"3256",2006,"Minnesota",6,45.67,54.33,151248,127144,"Challenger","Challenger","R"
"3257",2006,"Minnesota",7,70.61,29.39,74557,179164,"Challenger","Incumbent","D"
"3258",2006,"Minnesota",8,64.91,35.09,97683,180670,"Challenger","Incumbent","D"
"3259",2006,"Mississippi",1,34.08,65.92,95098,49174,"Incumbent","Challenger","R"
"3260",2006,"Mississippi",2,64.27,35.73,55672,100160,"Challenger","Incumbent","D"
"3261",2006,"Mississippi",3,0,100,125421,0,"Incumbent",NA,"R"
"3262",2006,"Mississippi",4,79.79,20.21,28117,110996,"Challenger","Incumbent","D"
"3263",2006,"Missouri",1,74.72,25.28,47893,141574,"Challenger","Incumbent","D"
"3264",2006,"Missouri",2,37.36,62.64,176452,105242,"Incumbent","Challenger","R"
"3265",2006,"Missouri",3,67.42,32.58,70189,145219,"Challenger","Incumbent","D"
"3266",2006,"Missouri",4,69.7,30.3,69254,159303,"Challenger","Incumbent","D"
"3267",2006,"Missouri",5,66.54,33.46,68456,136149,"Challenger","Incumbent","D"
"3268",2006,"Missouri",6,36.7,63.3,150882,87477,"Incumbent","Challenger","R"
"3269",2006,"Missouri",7,31.08,68.92,160942,72592,"Incumbent","Challenger","R"
"3270",2006,"Missouri",8,26.93,73.07,156164,57557,"Incumbent","Challenger","R"
"3271",2006,"Missouri",9,36.89,63.11,149114,87145,"Incumbent","Challenger","R"
"3272",2006,"Montana",1,39.92,60.08,239124,158916,"Incumbent","Challenger","R"
"3273",2006,"Nebraska",1,41.64,58.36,121015,86360,"Incumbent","Challenger","R"
"3274",2006,"Nebraska",2,45.34,54.66,99475,82504,"Incumbent","Challenger","R"
"3275",2006,"Nebraska",3,45.01,54.99,113687,93046,"Challenger","Challenger","R"
"3276",2006,"Nevada",1,67.51,32.49,40917,85025,"Challenger","Incumbent","D"
"3277",2006,"Nevada",2,47.16,52.84,117168,104593,"Challenger","Challenger","R"
"3278",2006,"Nevada",3,49.01,50.99,102232,98261,"Incumbent","Challenger","R"
"3279",2006,"New Hampshire",1,51.32,48.68,95527,100691,"Incumbent","Challenger","D"
"3280",2006,"New Hampshire",2,53.61,46.39,94088,108743,"Incumbent","Challenger","D"
"3281",2006,"New Jersey",1,100,0,0,140110,NA,"Incumbent","D"
"3282",2006,"New Jersey",2,36.62,63.38,111245,64279,"Incumbent","Challenger","R"
"3283",2006,"New Jersey",3,41.27,58.73,122559,86113,"Incumbent","Challenger","R"
"3284",2006,"New Jersey",4,33.57,66.43,124482,62905,"Incumbent","Challenger","R"
"3285",2006,"New Jersey",5,44.39,55.61,112142,89503,"Incumbent","Challenger","R"
"3286",2006,"New Jersey",6,69.37,30.63,43539,98615,"Challenger","Incumbent","D"
"3287",2006,"New Jersey",7,49.24,50.76,98399,95454,"Incumbent","Challenger","R"
"3288",2006,"New Jersey",8,71.42,28.58,39053,97568,"Challenger","Incumbent","D"
"3289",2006,"New Jersey",9,72.14,27.86,40879,105853,"Challenger","Incumbent","D"
"3290",2006,"New Jersey",10,100,0,0,90264,NA,"Incumbent","D"
"3291",2006,"New Jersey",11,37.11,62.89,126085,74414,"Incumbent","Challenger","R"
"3292",2006,"New Jersey",12,65.7,34.3,65509,125468,"Challenger","Incumbent","D"
"3293",2006,"New Jersey",13,80.02,19.98,19284,77238,"Challenger","Challenger","D"
"3294",2006,"New Mexico",1,49.8,50.2,105986,105125,"Incumbent","Challenger","R"
"3295",2006,"New Mexico",2,40.53,59.47,92620,63119,"Incumbent","Challenger","R"
"3296",2006,"New Mexico",3,74.64,25.36,49219,144880,"Challenger","Incumbent","D"
"3297",2006,"New York",1,62.23,37.77,63328,104360,"Challenger","Incumbent","D"
"3298",2006,"New York",2,70.42,29.58,44212,105276,"Challenger","Incumbent","D"
"3299",2006,"New York",3,43.96,56.04,101787,79843,"Incumbent","Challenger","R"
"3300",2006,"New York",4,64.92,35.08,55050,101861,"Challenger","Incumbent","D"
"3301",2006,"New York",5,100,0,0,77190,NA,"Incumbent","D"
"3302",2006,"New York",6,100,0,0,69405,NA,"Incumbent","D"
"3303",2006,"New York",7,83.97,16.03,12220,63997,"Challenger","Incumbent","D"
"3304",2006,"New York",8,86.17,13.83,17413,108536,"Challenger","Incumbent","D"
"3305",2006,"New York",9,100,0,0,71762,NA,"Incumbent","D"
"3306",2006,"New York",10,93.93,6.07,4666,72171,"Challenger","Incumbent","D"
"3307",2006,"New York",11,92.22,7.78,7447,88334,"Challenger","Challenger","D"
"3308",2006,"New York",12,89.74,10.26,7182,62847,"Challenger","Incumbent","D"
"3309",2006,"New York",13,43.2,56.8,59334,45131,"Incumbent","Challenger","R"
"3310",2006,"New York",14,84.48,15.52,21969,119582,"Challenger","Incumbent","D"
"3311",2006,"New York",15,94.03,5.97,6592,103916,"Challenger","Incumbent","D"
"3312",2006,"New York",16,95.31,4.69,2759,56124,"Challenger","Incumbent","D"
"3313",2006,"New York",17,76.45,23.55,28842,93614,"Challenger","Incumbent","D"
"3314",2006,"New York",18,70.72,29.28,51450,124256,"Challenger","Incumbent","D"
"3315",2006,"New York",19,51.22,48.78,95359,100119,"Incumbent","Challenger","D"
"3316",2006,"New York",20,53.1,46.9,110554,125168,"Incumbent","Challenger","D"
"3317",2006,"New York",21,78.19,21.81,46752,167604,"Challenger","Incumbent","D"
"3318",2006,"New York",22,100,0,0,121683,NA,"Incumbent","D"
"3319",2006,"New York",23,36.85,63.15,106781,62318,"Incumbent","Challenger","R"
"3320",2006,"New York",24,54.52,45.48,91504,109686,"Challenger","Challenger","D"
"3321",2006,"New York",25,49.21,50.79,110525,107108,"Incumbent","Challenger","R"
"3322",2006,"New York",26,48.02,51.98,109257,100914,"Incumbent","Challenger","R"
"3323",2006,"New York",27,79.27,20.73,36614,140027,"Challenger","Incumbent","D"
"3324",2006,"New York",28,73.17,26.83,40844,111386,"Challenger","Incumbent","D"
"3325",2006,"New York",29,48.54,51.46,106077,100044,"Incumbent","Challenger","R"
"3326",2006,"North Carolina",1,100,0,0,82510,NA,"Incumbent","D"
"3327",2006,"North Carolina",2,66.53,33.47,43271,85993,"Challenger","Incumbent","D"
"3328",2006,"North Carolina",3,31.36,68.64,99519,45458,"Incumbent","Challenger","R"
"3329",2006,"North Carolina",4,64.99,35.01,68599,127340,"Challenger","Incumbent","D"
"3330",2006,"North Carolina",5,42.84,57.16,96138,72061,"Incumbent","Challenger","R"
"3331",2006,"North Carolina",6,29.17,70.83,108433,44661,"Incumbent","Challenger","R"
"3332",2006,"North Carolina",7,72.8,27.2,38033,101787,"Challenger","Incumbent","D"
"3333",2006,"North Carolina",8,49.86,50.14,60926,60597,"Incumbent","Challenger","R"
"3334",2006,"North Carolina",9,33.47,66.53,106206,53437,"Incumbent","Challenger","R"
"3335",2006,"North Carolina",10,38.2,61.8,94179,58214,"Incumbent","Challenger","R"
"3336",2006,"North Carolina",11,53.79,46.21,107342,124972,"Incumbent","Challenger","D"
"3337",2006,"North Carolina",12,67.01,32.99,35127,71345,"Challenger","Incumbent","D"
"3338",2006,"North Carolina",13,63.71,36.29,56120,98540,"Challenger","Incumbent","D"
"3339",2006,"North Dakota",1,65.68,34.32,74687,142934,"Challenger","Incumbent","D"
"3340",2006,"Ohio",1,47.75,52.25,105680,96584,"Incumbent","Challenger","R"
"3341",2006,"Ohio",2,49.47,50.53,120112,117595,"Challenger","Challenger","R"
"3342",2006,"Ohio",3,41.46,58.54,127978,90650,"Incumbent","Challenger","R"
"3343",2006,"Ohio",4,40.01,59.99,129958,86678,"Challenger","Challenger","R"
"3344",2006,"Ohio",5,43.15,56.85,129813,98544,"Incumbent","Challenger","R"
"3345",2006,"Ohio",6,62.08,37.92,82848,135628,"Challenger","Challenger","D"
"3346",2006,"Ohio",7,39.38,60.62,137899,89579,"Incumbent","Challenger","R"
"3347",2006,"Ohio",8,36.2,63.8,136863,77640,"Incumbent","Challenger","R"
"3348",2006,"Ohio",9,73.63,26.37,55119,153880,"Challenger","Incumbent","D"
"3349",2006,"Ohio",10,66.41,33.59,69996,138393,"Challenger","Incumbent","D"
"3350",2006,"Ohio",11,83.44,16.56,29125,146799,"Challenger","Incumbent","D"
"3351",2006,"Ohio",12,42.7,57.3,145943,108746,"Incumbent","Challenger","R"
"3352",2006,"Ohio",13,61.22,38.78,85922,135639,"Challenger","Challenger","D"
"3353",2006,"Ohio",14,40.42,59.58,144069,97753,"Incumbent","Challenger","R"
"3354",2006,"Ohio",15,49.76,50.24,110714,109659,"Incumbent","Challenger","R"
"3355",2006,"Ohio",16,41.66,58.34,137167,97955,"Incumbent","Challenger","R"
"3356",2006,"Ohio",17,80.25,19.75,41925,170369,"Challenger","Incumbent","D"
"3357",2006,"Ohio",18,62.06,37.94,79259,129646,"Challenger","Challenger","D"
"3358",2006,"Oklahoma",1,32.67,67.33,116920,56724,"Incumbent","Challenger","R"
"3359",2006,"Oklahoma",2,72.74,27.26,45861,122347,"Challenger","Incumbent","D"
"3360",2006,"Oklahoma",3,32.54,67.46,128042,61749,"Incumbent","Challenger","R"
"3361",2006,"Oklahoma",4,35.39,64.61,118266,64775,"Incumbent","Challenger","R"
"3362",2006,"Oklahoma",5,38.18,61.82,108936,67293,"Challenger","Challenger","R"
"3363",2006,"Oregon",1,65.08,34.92,90904,169409,"Challenger","Incumbent","D"
"3364",2006,"Oregon",2,31.24,68.76,181529,82484,"Incumbent","Challenger","R"
"3365",2006,"Oregon",3,75.79,24.21,59529,186380,"Challenger","Incumbent","D"
"3366",2006,"Oregon",4,62.34,37.66,109105,180607,"Challenger","Incumbent","D"
"3367",2006,"Oregon",5,55.8,44.2,116424,146973,"Challenger","Incumbent","D"
"3368",2006,"Pennsylvania",1,100,0,0,137987,NA,"Incumbent","D"
"3369",2006,"Pennsylvania",2,90.56,9.44,17291,165867,"Challenger","Incumbent","D"
"3370",2006,"Pennsylvania",3,43.95,56.05,108525,85110,"Incumbent","Challenger","R"
"3371",2006,"Pennsylvania",4,51.93,48.07,122049,131847,"Incumbent","Challenger","D"
"3372",2006,"Pennsylvania",5,39.91,60.09,115126,76456,"Incumbent","Challenger","R"
"3373",2006,"Pennsylvania",6,49.34,50.66,121047,117892,"Incumbent","Challenger","R"
"3374",2006,"Pennsylvania",7,56.38,43.62,114426,147898,"Incumbent","Challenger","D"
"3375",2006,"Pennsylvania",8,50.3,49.7,124138,125656,"Incumbent","Challenger","D"
"3376",2006,"Pennsylvania",9,39.67,60.33,121069,79610,"Incumbent","Challenger","R"
"3377",2006,"Pennsylvania",10,52.95,47.05,97862,110115,"Incumbent","Challenger","D"
"3378",2006,"Pennsylvania",11,72.47,27.53,51033,134340,"Challenger","Incumbent","D"
"3379",2006,"Pennsylvania",12,60.8,39.2,79612,123472,"Challenger","Incumbent","D"
"3380",2006,"Pennsylvania",13,66.13,33.87,75492,147368,"Challenger","Incumbent","D"
"3381",2006,"Pennsylvania",14,100,0,0,161075,NA,"Incumbent","D"
"3382",2006,"Pennsylvania",15,44.81,55.19,106153,86186,"Incumbent","Challenger","R"
"3383",2006,"Pennsylvania",16,41.15,58.85,115741,80915,"Incumbent","Challenger","R"
"3384",2006,"Pennsylvania",17,64.53,35.47,75455,137253,"Challenger","Incumbent","D"
"3385",2006,"Pennsylvania",18,42.16,57.84,144632,105419,"Incumbent","Challenger","R"
"3386",2006,"Pennsylvania",19,34.37,65.63,142512,74625,"Incumbent","Challenger","R"
"3387",2006,"Rhode Island",1,74.87,25.13,41856,124676,"Challenger","Incumbent","D"
"3388",2006,"Rhode Island",2,100,0,0,140352,NA,"Incumbent","D"
"3389",2006,"South Carolina",1,38.74,61.26,115766,73218,"Incumbent","Challenger","R"
"3390",2006,"South Carolina",2,37.32,62.68,127811,76090,"Incumbent","Challenger","R"
"3391",2006,"South Carolina",3,37.12,62.88,111882,66039,"Incumbent","Challenger","R"
"3392",2006,"South Carolina",4,33.22,66.78,115553,57490,"Incumbent","Challenger","R"
"3393",2006,"South Carolina",5,56.92,43.08,75422,99669,"Challenger","Incumbent","D"
"3394",2006,"South Carolina",6,65.33,34.67,53181,100213,"Challenger","Incumbent","D"
"3395",2006,"South Dakota",1,70.19,29.81,97864,230468,"Challenger","Incumbent","D"
"3396",2006,"Tennessee",1,37.69,62.31,108336,65538,"Challenger","Challenger","R"
"3397",2006,"Tennessee",2,22.28,77.72,157095,45025,"Incumbent","Challenger","R"
"3398",2006,"Tennessee",3,34.31,65.69,130791,68324,"Incumbent","Challenger","R"
"3399",2006,"Tennessee",4,66.45,33.55,62449,123666,"Challenger","Incumbent","D"
"3400",2006,"Tennessee",5,71.21,28.79,49702,122919,"Challenger","Incumbent","D"
"3401",2006,"Tennessee",6,68.12,31.88,60392,129069,"Challenger","Incumbent","D"
"3402",2006,"Tennessee",7,32.51,67.49,152288,73369,"Incumbent","Challenger","R"
"3403",2006,"Tennessee",8,73.18,26.82,47492,129610,"Challenger","Incumbent","D"
"3404",2006,"Tennessee",9,76.92,23.08,31002,103341,"Challenger","Challenger","D"
"3405",2006,"Texas",1,30.79,69.21,104099,46303,"Incumbent","Challenger","R"
"3406",2006,"Texas",2,33.25,66.75,90490,45080,"Incumbent","Challenger","R"
"3407",2006,"Texas",3,35.83,64.17,88690,49529,"Incumbent","Challenger","R"
"3408",2006,"Texas",4,34.17,65.83,106495,55278,"Incumbent","Challenger","R"
"3409",2006,"Texas",5,36.56,63.44,88478,50983,"Incumbent","Challenger","R"
"3410",2006,"Texas",6,38.01,61.99,91927,56369,"Incumbent","Challenger","R"
"3411",2006,"Texas",7,39.38,60.62,99318,64514,"Incumbent","Challenger","R"
"3412",2006,"Texas",8,32.72,67.28,105665,51393,"Incumbent","Challenger","R"
"3413",2006,"Texas",9,100,0,0,60253,NA,"Incumbent","D"
"3414",2006,"Texas",10,42.22,57.78,97726,71415,"Incumbent","Challenger","R"
"3415",2006,"Texas",11,0,100,107268,0,"Incumbent",NA,"R"
"3416",2006,"Texas",12,31.71,68.29,98371,45676,"Incumbent","Challenger","R"
"3417",2006,"Texas",13,23.64,76.36,108107,33460,"Incumbent","Challenger","R"
"3418",2006,"Texas",14,39.81,60.19,94380,62429,"Incumbent","Challenger","R"
"3419",2006,"Texas",15,61.78,38.22,26751,43236,"Challenger","Incumbent","D"
"3420",2006,"Texas",16,100,0,0,61116,NA,"Incumbent","D"
"3421",2006,"Texas",17,59.05,40.95,64142,92478,"Challenger","Incumbent","D"
"3422",2006,"Texas",18,80.03,19.97,16448,65936,"Challenger","Incumbent","D"
"3423",2006,"Texas",19,30.54,69.46,94785,41676,"Incumbent","Challenger","R"
"3424",2006,"Texas",20,100,0,0,68348,NA,"Incumbent","D"
"3425",2006,"Texas",21,35.8,64.2,122486,68312,"Incumbent","Challenger","R"
"3426",2006,"Texas",22,55.35,44.65,61938,76775,"Challenger","Challenger","D"
"3427",2006,"Texas",23,29.01,70.99,60175,24594,"Incumbent","Challenger","R"
"3428",2006,"Texas",23,54.28,45.72,32217,38256,"Incumbent","Challenger","D"
"3429",2006,"Texas",24,38.32,61.68,83835,52075,"Incumbent","Challenger","R"
"3430",2006,"Texas",25,71.89,28.11,42975,109911,"Challenger","Incumbent","D"
"3431",2006,"Texas",26,38.21,61.79,94219,58271,"Incumbent","Challenger","R"
"3432",2006,"Texas",27,59.33,40.67,42538,62058,"Challenger","Incumbent","D"
"3433",2006,"Texas",28,100,0,0,68372,NA,"Incumbent","D"
"3434",2006,"Texas",29,75.07,24.93,12347,37174,"Challenger","Incumbent","D"
"3435",2006,"Texas",30,82.01,17.99,17850,81348,"Challenger","Incumbent","D"
"3436",2006,"Texas",31,39.89,60.11,90869,60293,"Incumbent","Challenger","R"
"3437",2006,"Texas",32,42.24,57.76,71461,52269,"Incumbent","Challenger","R"
"3438",2006,"Utah",1,33.98,66.02,112546,57922,"Incumbent","Challenger","R"
"3439",2006,"Utah",2,61.27,38.73,84234,133231,"Challenger","Incumbent","D"
"3440",2006,"Utah",3,35.84,64.16,95455,53330,"Incumbent","Challenger","R"
"3441",2006,"Vermont",1,54.44,45.56,117023,139815,"Challenger","Challenger","D"
"3442",2006,"Virginia",1,36.04,63.96,143889,81083,"Incumbent","Challenger","R"
"3443",2006,"Virginia",2,48.59,51.41,88777,83901,"Incumbent","Challenger","R"
"3444",2006,"Virginia",3,100,0,0,133546,NA,"Incumbent","D"
"3445",2006,"Virginia",4,0,100,150967,0,"Incumbent",NA,"R"
"3446",2006,"Virginia",5,40.31,59.69,125370,84682,"Incumbent","Challenger","R"
"3447",2006,"Virginia",6,0,100,153187,0,"Incumbent",NA,"R"
"3448",2006,"Virginia",7,35.01,64.99,163706,88206,"Incumbent","Challenger","R"
"3449",2006,"Virginia",8,68.47,31.53,66639,144700,"Challenger","Incumbent","D"
"3450",2006,"Virginia",9,67.81,32.19,61574,129705,"Challenger","Incumbent","D"
"3451",2006,"Virginia",10,41.68,58.32,138213,98769,"Incumbent","Challenger","R"
"3452",2006,"Virginia",11,44,56,130468,102511,"Incumbent","Challenger","R"
"3453",2006,"Washington",1,67.72,32.28,78105,163832,"Challenger","Incumbent","D"
"3454",2006,"Washington",2,64.16,35.84,87730,157064,"Challenger","Incumbent","D"
"3455",2006,"Washington",3,63.12,36.88,85915,147065,"Challenger","Incumbent","D"
"3456",2006,"Washington",4,40.07,59.93,115246,77054,"Incumbent","Challenger","R"
"3457",2006,"Washington",5,43.6,56.4,134967,104357,"Incumbent","Challenger","R"
"3458",2006,"Washington",6,70.6,29.4,65883,158202,"Challenger","Incumbent","D"
"3459",2006,"Washington",7,83.47,16.53,38715,195462,"Challenger","Incumbent","D"
"3460",2006,"Washington",8,48.54,51.46,129362,122021,"Incumbent","Challenger","R"
"3461",2006,"Washington",9,65.72,34.28,62082,119038,"Challenger","Incumbent","D"
"3462",2006,"West Virginia",1,64.33,35.67,55963,100939,"Challenger","Incumbent","D"
"3463",2006,"West Virginia",2,42.82,57.18,94110,70470,"Incumbent","Challenger","R"
"3464",2006,"West Virginia",3,69.36,30.64,40820,92413,"Challenger","Incumbent","D"
"3465",2006,"Wisconsin",1,37.25,62.75,161320,95761,"Incumbent","Challenger","R"
"3466",2006,"Wisconsin",2,62.88,37.12,113015,191414,"Challenger","Incumbent","D"
"3467",2006,"Wisconsin",3,64.85,35.15,88523,163322,"Challenger","Incumbent","D"
"3468",2006,"Wisconsin",4,71.51,28.49,54486,136735,"Challenger","Incumbent","D"
"3469",2006,"Wisconsin",5,36.61,63.39,194669,112451,"Incumbent","Challenger","R"
"3470",2006,"Wisconsin",6,0,100,201367,0,"Incumbent",NA,"R"
"3471",2006,"Wisconsin",7,64,36,91069,161903,"Challenger","Incumbent","D"
"3472",2006,"Wisconsin",8,51.07,48.93,135622,141570,"Challenger","Challenger","D"
"3473",2006,"Wyoming",1,49.73,50.27,93336,92324,"Incumbent","Challenger","R"
"3474",2004,"Alabama",1,36.84,63.16,161067,93938,"Incumbent","Challenger","R"
"3475",2004,"Alabama",2,28.49,71.51,177086,70562,"Incumbent","Challenger","R"
"3476",2004,"Alabama",3,38.77,61.23,150411,95240,"Incumbent","Challenger","R"
"3477",2004,"Alabama",4,25.17,74.83,191110,64278,"Incumbent","Challenger","R"
"3478",2004,"Alabama",5,73.05,26.95,74145,200999,"Challenger","Incumbent","D"
"3479",2004,"Alabama",6,0,100,264819,0,"Incumbent",NA,"R"
"3480",2004,"Alabama",7,75.04,24.96,61019,183408,"Challenger","Incumbent","D"
"3481",2004,"Alaska",1,23.93,76.07,213216,67074,"Incumbent","Challenger","R"
"3482",2004,"Arizona",1,38.23,61.77,148315,91776,"Incumbent","Challenger","R"
"3483",2004,"Arizona",2,39.39,60.61,165260,107406,"Incumbent","Challenger","R"
"3484",2004,"Arizona",3,0,100,181012,0,"Incumbent",NA,"R"
"3485",2004,"Arizona",4,73.21,26.79,28238,77150,"Challenger","Incumbent","D"
"3486",2004,"Arizona",5,39.1,60.9,159455,102363,"Incumbent","Challenger","R"
"3487",2004,"Arizona",6,0,100,202882,0,"Incumbent",NA,"R"
"3488",2004,"Arizona",7,64.83,35.17,59066,108868,"Challenger","Incumbent","D"
"3489",2004,"Arizona",8,37.49,62.51,183363,109963,"Incumbent","Challenger","R"
"3490",2004,"Arkansas",1,66.57,33.43,81556,162388,"Challenger","Incumbent","D"
"3491",2004,"Arkansas",2,58.17,41.83,115655,160834,"Challenger","Incumbent","D"
"3492",2004,"Arkansas",3,39.11,60.89,160629,103158,"Incumbent","Challenger","R"
"3493",2004,"Arkansas",4,0,0,0,0,NA,"Incumbent","R"
"3494",2004,"California",1,70.31,29.69,79970,189366,"Challenger","Incumbent","D"
"3495",2004,"California",2,33.15,66.85,182119,90310,"Incumbent","Challenger","R"
"3496",2004,"California",3,36.01,63.99,177738,100025,"Challenger","Challenger","R"
"3497",2004,"California",4,34.61,65.39,221926,117443,"Incumbent","Challenger","R"
"3498",2004,"California",5,75.36,24.64,45120,138004,"Challenger","Incumbent","D"
"3499",2004,"California",6,72.65,27.35,85244,226423,"Challenger","Incumbent","D"
"3500",2004,"California",7,76.08,23.92,52446,166831,"Challenger","Challenger","D"
"3501",2004,"California",8,87.82,12.18,31074,224017,"Challenger","Incumbent","D"
"3502",2004,"California",9,87.33,12.67,31278,215630,"Challenger","Incumbent","D"
"3503",2004,"California",10,65.71,34.29,95349,182750,"Challenger","Incumbent","D"
"3504",2004,"California",11,38.77,61.23,163582,103587,"Incumbent","Challenger","R"
"3505",2004,"California",12,76.57,23.43,52593,171852,"Incumbent","Incumbent","D"
"3506",2004,"California",13,74.91,25.09,48439,144605,"Challenger","Incumbent","D"
"3507",2004,"California",14,72.43,27.57,69564,182712,"Challenger","Incumbent","D"
"3508",2004,"California",15,72.03,27.97,59953,154385,"Challenger","Incumbent","D"
"3509",2004,"California",16,72.92,27.08,47992,129222,"Challenger","Incumbent","D"
"3510",2004,"California",17,69.58,30.42,65117,148958,"Challenger","Incumbent","D"
"3511",2004,"California",18,67.49,32.51,49973,103732,"Challenger","Incumbent","D"
"3512",2004,"California",19,29.19,70.81,155354,64047,"Incumbent","Challenger","R"
"3513",2004,"California",20,53.4,46.6,53231,61005,"Challenger","Challenger","D"
"3514",2004,"California",21,26.83,73.17,140721,51594,"Incumbent","Challenger","R"
"3515",2004,"California",22,0,100,209384,0,"Incumbent",NA,"R"
"3516",2004,"California",23,64.72,35.28,83926,153980,"Challenger","Incumbent","D"
"3517",2004,"California",24,35.05,64.95,178660,96397,"Incumbent","Challenger","R"
"3518",2004,"California",25,35.58,64.42,145575,80395,"Incumbent","Challenger","R"
"3519",2004,"California",26,44.41,55.59,134596,107522,"Incumbent","Challenger","R"
"3520",2004,"California",27,65.18,34.82,66946,125296,"Challenger","Incumbent","D"
"3521",2004,"California",28,75.28,24.72,37868,115303,"Challenger","Incumbent","D"
"3522",2004,"California",30,71.24,28.76,87465,216682,"Challenger","Incumbent","D"
"3523",2004,"California",31,80.21,19.79,22048,89363,"Challenger","Incumbent","D"
"3524",2004,"California",32,100,0,0,119144,NA,"Incumbent","D"
"3525",2004,"California",33,100,0,0,166801,NA,"Incumbent","D"
"3526",2004,"California",29,68.01,31.99,62871,133670,"Challenger","Incumbent","D"
"3527",2004,"California",34,74.49,25.51,28175,82282,"Challenger","Incumbent","D"
"3528",2004,"California",35,84.22,15.78,23591,125949,"Challenger","Incumbent","D"
"3529",2004,"California",36,64.93,35.07,81666,151208,"Challenger","Incumbent","D"
"3530",2004,"California",37,78.8,21.2,31960,118823,"Challenger","Incumbent","D"
"3531",2004,"California",38,100,0,0,116851,NA,"Incumbent","D"
"3532",2004,"California",39,60.7,39.3,64832,100132,"Challenger","Incumbent","D"
"3533",2004,"California",40,32.07,67.93,147617,69684,"Incumbent","Challenger","R"
"3534",2004,"California",41,0,100,181605,0,"Incumbent",NA,"R"
"3535",2004,"California",42,31.86,68.14,167632,78393,"Incumbent","Challenger","R"
"3536",2004,"California",43,66.37,33.63,44004,86830,"Challenger","Incumbent","D"
"3537",2004,"California",44,36.22,63.78,138768,78796,"Incumbent","Challenger","R"
"3538",2004,"California",45,33.39,66.61,153523,76967,"Incumbent","Challenger","R"
"3539",2004,"California",46,34.47,65.53,171318,90129,"Incumbent","Challenger","R"
"3540",2004,"California",47,60.38,39.62,43099,65684,"Challenger","Incumbent","D"
"3541",2004,"California",48,33.1,66.9,189004,93525,"Incumbent","Challenger","R"
"3542",2004,"California",49,35.82,64.18,141658,79057,"Incumbent","Challenger","R"
