"","year","state","district","dem_votes_major_percent","rep_votes_major_percent","rep_votes","dem_votes","rep_status","dem_status","winner_party"
"1",2020,"Alabama",1,35.57,64.43,211825,116949,"Challenger","Challenger","R"
"2",2020,"Alabama",2,34.72,65.28,197996,105286,"Challenger","Challenger","R"
"3",2020,"Alabama",3,32.49,67.51,217384,104595,"Incumbent","Challenger","R"
"4",2020,"Alabama",4,17.7,82.3,261553,56237,"Incumbent","Challenger","R"
"5",2020,"Alabama",5,0,100,253094,0,"Incumbent",NA,"R"
"6",2020,"Alabama",6,0,100,274160,0,"Incumbent",NA,"R"
"7",2020,"Alabama",7,100,0,0,225742,NA,"Incumbent","D"
"8",2020,"Alaska",1,45.42,54.58,192126,159856,"Incumbent","Challenger","R"
"9",2020,"Arizona",1,51.61,48.39,176709,188469,"Challenger","Incumbent","D"
"10",2020,"Arizona",2,55.12,44.88,170975,209945,"Challenger","Incumbent","D"
"11",2020,"Arizona",3,64.57,35.43,95594,174243,"Challenger","Incumbent","D"
"12",2020,"Arizona",4,30.24,69.76,278002,120484,"Incumbent","Challenger","R"
"13",2020,"Arizona",5,41.11,58.89,262414,183171,"Incumbent","Challenger","R"
"14",2020,"Arizona",6,47.83,52.17,217783,199644,"Incumbent","Challenger","R"
"15",2020,"Arizona",7,76.71,23.29,50226,165452,"Challenger","Incumbent","D"
"16",2020,"Arizona",8,40.15,59.85,254633,170816,"Incumbent","Challenger","R"
"17",2020,"Arizona",9,61.63,38.37,135180,217094,"Challenger","Incumbent","D"
"18",2020,"Arkansas",1,0,100,237596,0,"Incumbent",NA,"R"
"19",2020,"Arkansas",2,44.63,55.37,184093,148410,"Incumbent","Challenger","R"
"20",2020,"Arkansas",3,33.09,66.91,214960,106325,"Incumbent","Challenger","R"
"21",2020,"Arkansas",4,28.33,71.67,191617,75750,"Incumbent","Challenger","R"
"22",2020,"California",1,43.01,56.99,204190,154073,"Incumbent","Challenger","R"
"23",2020,"California",2,75.74,24.26,94320,294435,"Challenger","Incumbent","D"
"24",2020,"California",3,54.67,45.33,145945,176043,"Challenger","Incumbent","D"
"25",2020,"California",4,44.05,55.95,247291,194731,"Incumbent","Challenger","R"
"26",2020,"California",5,76.09,23.91,85227,271233,"Challenger","Incumbent","D"
"27",2020,"California",6,73.34,26.66,83466,229648,"Challenger","Incumbent","D"
"28",2020,"California",7,56.62,43.38,166549,217416,"Challenger","Incumbent","D"
"29",2020,"California",8,43.94,56.06,158711,124400,"Challenger","Challenger","R"
"30",2020,"California",9,57.58,42.42,128358,174252,"Challenger","Incumbent","D"
"31",2020,"California",10,55.16,44.84,135629,166865,"Challenger","Incumbent","D"
"32",2020,"California",11,72.99,27.01,100293,271063,"Challenger","Incumbent","D"
"33",2020,"California",12,100,0,0,281776,NA,"Incumbent","D"
"34",2020,"California",13,90.37,9.63,34955,327863,"Challenger","Incumbent","D"
"35",2020,"California",14,79.29,20.71,72705,278300,"Challenger","Incumbent","D"
"36",2020,"California",15,70.9,29.1,99710,242991,"Challenger","Incumbent","D"
"37",2020,"California",16,59.38,40.62,88039,128690,"Challenger","Incumbent","D"
"38",2020,"California",17,71.35,28.65,85199,212137,"Challenger","Incumbent","D"
"39",2020,"California",18,100,0,0,217388,NA,"Incumbent","D"
"40",2020,"California",19,71.68,28.32,88642,224385,"Challenger","Incumbent","D"
"41",2020,"California",20,76.78,23.22,71658,236896,"Challenger","Incumbent","D"
"42",2020,"California",21,49.55,50.45,85928,84406,"Challenger","Incumbent","R"
"43",2020,"California",22,45.77,54.23,170888,144251,"Incumbent","Challenger","R"
"44",2020,"California",23,37.86,62.14,190222,115896,"Incumbent","Challenger","R"
"45",2020,"California",24,58.66,41.34,149781,212564,"Challenger","Incumbent","D"
"46",2020,"California",25,49.95,50.05,169638,169305,"Incumbent","Challenger","R"
"47",2020,"California",26,60.58,39.42,135877,208856,"Challenger","Incumbent","D"
"48",2020,"California",27,69.78,30.22,95907,221411,"Challenger","Incumbent","D"
"49",2020,"California",28,72.66,27.34,91928,244271,"Challenger","Incumbent","D"
"50",2020,"California",29,100,0,0,119420,NA,"Incumbent","D"
"51",2020,"California",30,69.48,30.52,105426,240038,"Challenger","Incumbent","D"
"52",2020,"California",31,61.29,38.71,110735,175315,"Challenger","Incumbent","D"
"53",2020,"California",32,66.58,33.42,86818,172942,"Challenger","Incumbent","D"
"54",2020,"California",33,67.58,32.42,123334,257094,"Challenger","Incumbent","D"
"55",2020,"California",34,100,0,0,108792,NA,"Incumbent","D"
"56",2020,"California",35,69.33,30.67,74941,169405,"Challenger","Incumbent","D"
"57",2020,"California",36,60.34,39.66,121698,185151,"Challenger","Incumbent","D"
"58",2020,"California",37,85.94,14.06,41705,254916,"Challenger","Incumbent","D"
"59",2020,"California",38,100,0,0,190467,NA,"Incumbent","D"
"60",2020,"California",39,49.4,50.6,173946,169837,"Challenger","Incumbent","R"
"61",2020,"California",40,72.74,27.26,50809,135572,"Challenger","Incumbent","D"
"62",2020,"California",41,64.03,35.97,94447,168126,"Challenger","Incumbent","D"
"63",2020,"California",42,42.87,57.13,210274,157773,"Incumbent","Challenger","R"
"64",2020,"California",43,71.68,28.32,78688,199210,"Challenger","Incumbent","D"
"65",2020,"California",44,100,0,0,139661,NA,"Incumbent","D"
"66",2020,"California",45,53.46,46.54,193096,221843,"Challenger","Incumbent","D"
"67",2020,"California",46,68.75,31.25,71716,157803,"Challenger","Incumbent","D"
"68",2020,"California",47,63.27,36.73,114371,197028,"Challenger","Incumbent","D"
"69",2020,"California",48,48.94,51.06,201738,193362,"Challenger","Incumbent","R"
"70",2020,"California",49,53.13,46.87,181157,205349,"Challenger","Incumbent","D"
"71",2020,"California",50,46.05,53.95,195521,166869,"Challenger","Challenger","R"
"72",2020,"California",51,68.3,31.7,76841,165596,"Challenger","Incumbent","D"
"73",2020,"California",52,61.58,38.42,152350,244145,"Challenger","Incumbent","D"
"74",2020,"California",53,100,0,0,199244,NA,"Challenger","D"
"75",2020,"Colorado",1,75.79,24.21,105955,331621,"Challenger","Incumbent","D"
"76",2020,"Colorado",2,63.45,36.55,182547,316925,"Challenger","Incumbent","D"
"77",2020,"Colorado",3,46.8,53.2,220634,194122,"Challenger","Challenger","R"
"78",2020,"Colorado",4,37.85,62.15,285606,173945,"Incumbent","Challenger","R"
"79",2020,"Colorado",5,39.36,60.64,249013,161600,"Incumbent","Challenger","R"
"80",2020,"Colorado",6,58.83,41.17,175192,250314,"Challenger","Incumbent","D"
"81",2020,"Colorado",7,61.13,38.87,159301,250525,"Challenger","Incumbent","D"
"82",2020,"Connecticut",1,64.58,35.42,122111,222668,"Challenger","Incumbent","D"
"83",2020,"Connecticut",2,60.85,39.15,140356,218119,"Challenger","Incumbent","D"
"84",2020,"Connecticut",3,59.63,40.37,137598,203265,"Challenger","Incumbent","D"
"85",2020,"Connecticut",4,63.21,36.79,130627,224432,"Challenger","Incumbent","D"
"86",2020,"Connecticut",5,55.88,44.12,151988,192484,"Challenger","Incumbent","D"
"87",2020,"Delaware",1,58.89,41.11,196392,281382,"Challenger","Incumbent","D"
"88",2020,"Florida",1,34.49,65.51,283352,149172,"Incumbent","Challenger","R"
"89",2020,"Florida",2,0,100,305337,0,"Incumbent",NA,"R"
"90",2020,"Florida",3,42.86,57.14,223075,167326,"Challenger","Challenger","R"
"91",2020,"Florida",4,38.9,61.1,308497,196423,"Incumbent","Challenger","R"
"92",2020,"Florida",5,65.13,34.87,117510,219463,"Challenger","Incumbent","D"
"93",2020,"Florida",6,39.37,60.63,265393,172305,"Incumbent","Challenger","R"
"94",2020,"Florida",7,56.14,43.86,175750,224946,"Challenger","Incumbent","D"
"95",2020,"Florida",8,38.65,61.35,282093,177695,"Incumbent","Challenger","R"
"96",2020,"Florida",9,56.03,43.97,188889,240724,"Challenger","Incumbent","D"
"97",2020,"Florida",10,63.62,36.38,136889,239434,"Challenger","Incumbent","D"
"98",2020,"Florida",11,33.28,66.72,316979,158094,"Incumbent","Challenger","R"
"99",2020,"Florida",12,37.12,62.88,284941,168194,"Incumbent","Challenger","R"
"100",2020,"Florida",13,53.04,46.96,190713,215405,"Challenger","Incumbent","D"
"101",2020,"Florida",14,60.26,39.74,147896,224240,"Challenger","Incumbent","D"
"102",2020,"Florida",15,44.61,55.39,216374,174297,"Challenger","Challenger","R"
"103",2020,"Florida",16,44.5,55.5,269001,215683,"Incumbent","Challenger","R"
"104",2020,"Florida",17,34.52,65.48,266514,140487,"Incumbent","Challenger","R"
"105",2020,"Florida",18,42.43,57.57,253286,186674,"Incumbent","Challenger","R"
"106",2020,"Florida",19,38.72,61.28,272440,172146,"Challenger","Challenger","R"
"107",2020,"Florida",20,78.68,21.32,68748,253661,"Challenger","Incumbent","D"
"108",2020,"Florida",21,60.15,39.85,157612,237925,"Challenger","Incumbent","D"
"109",2020,"Florida",22,58.6,41.4,166553,235764,"Challenger","Incumbent","D"
"110",2020,"Florida",23,58.2,41.8,158874,221239,"Challenger","Incumbent","D"
"111",2020,"Florida",24,78.74,21.26,59084,218825,"Challenger","Incumbent","D"
"112",2020,"Florida",25,0,100,0,0,"Incumbent",NA,"R"
"113",2020,"Florida",26,48.28,51.72,177223,165407,"Challenger","Incumbent","R"
"114",2020,"Florida",27,48.63,51.37,176141,166758,"Challenger","Incumbent","R"
"115",2020,"Georgia",1,41.65,58.35,189457,135238,"Incumbent","Challenger","R"
"116",2020,"Georgia",2,59.12,40.88,111620,161397,"Challenger","Incumbent","D"
"117",2020,"Georgia",3,34.95,65.05,241526,129792,"Incumbent","Challenger","R"
"118",2020,"Georgia",4,80.08,19.92,69393,278906,"Challenger","Incumbent","D"
"119",2020,"Georgia",5,85.15,14.85,52646,301857,"Challenger","Challenger","D"
"120",2020,"Georgia",6,54.59,45.41,180329,216775,"Challenger","Incumbent","D"
"121",2020,"Georgia",7,51.39,48.61,180564,190900,"Challenger","Challenger","D"
"122",2020,"Georgia",8,35.48,64.52,198701,109264,"Incumbent","Challenger","R"
"123",2020,"Georgia",9,21.42,78.58,292750,79797,"Challenger","Challenger","R"
"124",2020,"Georgia",10,37.69,62.31,235810,142636,"Incumbent","Challenger","R"
"125",2020,"Georgia",11,39.57,60.43,245259,160623,"Incumbent","Challenger","R"
"126",2020,"Georgia",12,41.62,58.38,181038,129061,"Incumbent","Challenger","R"
"127",2020,"Georgia",13,77.4,22.6,81476,279045,"Challenger","Incumbent","D"
"128",2020,"Georgia",14,25.29,74.71,229827,77798,"Challenger","Challenger","R"
"129",2020,"Hawaii",1,72.02,27.98,71188,183245,"Challenger","Incumbent","D"
"130",2020,"Hawaii",2,67.12,32.88,84027,171517,"Challenger","Challenger","D"
"131",2020,"Idaho",1,29.72,70.28,310736,131380,"Incumbent","Challenger","R"
"132",2020,"Idaho",2,33.12,66.88,250669,124151,"Incumbent","Challenger","R"
"133",2020,"Illinois",1,73.84,26.16,85027,239943,"Challenger","Incumbent","D"
"134",2020,"Illinois",2,78.81,21.19,63142,234896,"Challenger","Incumbent","D"
"135",2020,"Illinois",3,56.38,43.62,133851,172997,"Challenger","Challenger","D"
"136",2020,"Illinois",4,84.05,15.95,35518,187219,"Challenger","Incumbent","D"
"137",2020,"Illinois",5,72.66,27.34,96200,255661,"Challenger","Incumbent","D"
"138",2020,"Illinois",6,53.76,46.24,183891,213777,"Challenger","Incumbent","D"
"139",2020,"Illinois",7,85.77,14.23,41390,249383,"Challenger","Incumbent","D"
"140",2020,"Illinois",8,100,0,0,186251,NA,"Incumbent","D"
"141",2020,"Illinois",9,70.98,29.02,107125,262045,"Challenger","Incumbent","D"
"142",2020,"Illinois",10,63.88,36.12,114442,202402,"Challenger","Incumbent","D"
"143",2020,"Illinois",11,63.3,36.7,112807,194557,"Challenger","Incumbent","D"
"144",2020,"Illinois",12,39.57,60.43,194839,127577,"Incumbent","Challenger","R"
"145",2020,"Illinois",13,45.54,54.46,181373,151648,"Incumbent","Challenger","R"
"146",2020,"Illinois",14,50.67,49.33,197835,203209,"Challenger","Incumbent","D"
"147",2020,"Illinois",15,26.55,73.45,244947,88559,"Challenger","Challenger","R"
"148",2020,"Illinois",16,35.28,64.72,218839,119313,"Incumbent","Challenger","R"
"149",2020,"Illinois",17,52.03,47.97,143863,156011,"Challenger","Incumbent","D"
"150",2020,"Illinois",18,29.59,70.41,261840,110039,"Incumbent","Challenger","R"
"151",2020,"Indiana",1,58.34,41.66,132247,185180,"Challenger","Challenger","D"
"152",2020,"Indiana",2,38.51,61.49,183601,114967,"Incumbent","Challenger","R"
"153",2020,"Indiana",3,32.16,67.84,220989,104762,"Incumbent","Challenger","R"
"154",2020,"Indiana",4,33.38,66.62,225531,112984,"Incumbent","Challenger","R"
"155",2020,"Indiana",5,47.87,52.13,208212,191226,"Challenger","Challenger","R"
"156",2020,"Indiana",6,28.79,71.21,225319,91103,"Incumbent","Challenger","R"
"157",2020,"Indiana",7,62.44,37.56,106146,176422,"Challenger","Incumbent","D"
"158",2020,"Indiana",8,30.83,69.17,214643,95691,"Incumbent","Challenger","R"
"159",2020,"Indiana",9,35.57,64.43,222057,122566,"Incumbent","Challenger","R"
"160",2020,"Iowa",1,48.7,51.3,212088,201347,"Challenger","Incumbent","R"
"161",2020,"Iowa",2,50,50,196964,196958,"Challenger","Challenger","R"
"162",2020,"Iowa",3,50.72,49.28,212997,219205,"Challenger","Incumbent","D"
"163",2020,"Iowa",4,37.88,62.12,237369,144761,"Challenger","Challenger","R"
"164",2020,"Kansas",1,28.84,71.16,208229,84393,"Challenger","Challenger","R"
"165",2020,"Kansas",2,42.42,57.58,185464,136650,"Challenger","Challenger","R"
"166",2020,"Kansas",3,55.17,44.83,178773,220049,"Challenger","Incumbent","D"
"167",2020,"Kansas",4,36.35,63.65,203432,116166,"Incumbent","Challenger","R"
"168",2020,"Kentucky",1,25.01,74.99,246329,82141,"Incumbent","Challenger","R"
"169",2020,"Kentucky",2,27.01,72.99,255735,94643,"Incumbent","Challenger","R"
"170",2020,"Kentucky",3,62.67,37.33,137425,230672,"Challenger","Incumbent","D"
"171",2020,"Kentucky",4,32.91,67.09,256613,125896,"Incumbent","Challenger","R"
"172",2020,"Kentucky",5,15.79,84.21,250914,47056,"Incumbent","Challenger","R"
"173",2020,"Kentucky",6,41.67,58.33,216948,155011,"Incumbent","Challenger","R"
"174",2020,"Louisiana",1,25.95,74.05,270330,94730,"Incumbent","Challenger","R"
"175",2020,"Louisiana",3,20.89,79.11,230480,60852,"Incumbent","Challenger","R"
"176",2020,"Louisiana",4,29.67,70.33,185265,78157,"Incumbent","Challenger","R"
"177",2020,"Louisiana",2,80.91,19.09,47575,201636,"Challenger","Incumbent","D"
"178",2020,"Louisiana",5,33.14,66.86,102533,50812,"Challenger","Challenger","R"
"179",2020,"Louisiana",5,0,100,49183,0,"Challenger",NA,"R"
"180",2020,"Louisiana",6,26.45,73.55,265706,95541,"Incumbent","Challenger","R"
"181",2020,"Maine",1,62.16,37.84,165008,271004,"Challenger","Incumbent","D"
"182",2020,"Maine",2,53.05,46.95,175228,197974,"Challenger","Incumbent","D"
"183",2020,"Maryland",1,36.45,63.55,250901,143877,"Incumbent","Challenger","R"
"184",2020,"Maryland",2,67.89,32.11,106355,224836,"Challenger","Incumbent","D"
"185",2020,"Maryland",3,69.9,30.1,112117,260358,"Challenger","Incumbent","D"
"186",2020,"Maryland",4,79.74,20.26,71671,282119,"Challenger","Incumbent","D"
"187",2020,"Maryland",5,68.94,31.06,123525,274210,"Challenger","Incumbent","D"
"188",2020,"Maryland",6,60.02,39.98,143599,215540,"Challenger","Incumbent","D"
"189",2020,"Maryland",7,71.86,28.14,92825,237084,"Challenger","Incumbent","D"
"190",2020,"Maryland",8,68.36,31.64,127157,274716,"Challenger","Incumbent","D"
"191",2020,"Massachusetts",1,100,0,0,275376,NA,"Incumbent","D"
"192",2020,"Massachusetts",2,65.39,34.61,132220,249854,"Challenger","Incumbent","D"
"193",2020,"Massachusetts",3,100,0,0,286896,NA,"Incumbent","D"
"194",2020,"Massachusetts",4,61.01,38.99,160474,251102,"Challenger","Challenger","D"
"195",2020,"Massachusetts",5,74.39,25.61,101351,294427,"Challenger","Incumbent","D"
"196",2020,"Massachusetts",6,65.52,34.48,150695,286377,"Challenger","Incumbent","D"
"197",2020,"Massachusetts",7,100,0,0,267362,NA,"Incumbent","D"
"198",2020,"Massachusetts",8,100,0,0,310940,NA,"Incumbent","D"
"199",2020,"Massachusetts",9,62.79,37.21,154261,260262,"Challenger","Incumbent","D"
"200",2020,"Michigan",1,37.41,62.59,256581,153328,"Incumbent","Challenger","R"
"201",2020,"Michigan",2,39.23,60.77,238711,154122,"Incumbent","Challenger","R"
"202",2020,"Michigan",3,47.04,52.96,213649,189769,"Challenger","Challenger","R"
"203",2020,"Michigan",4,33.24,66.76,242621,120802,"Incumbent","Challenger","R"
"204",2020,"Michigan",5,56.6,43.4,150772,196599,"Challenger","Incumbent","D"
"205",2020,"Michigan",6,41.83,58.17,211496,152085,"Incumbent","Challenger","R"
"206",2020,"Michigan",7,41.25,58.75,227524,159743,"Incumbent","Challenger","R"
"207",2020,"Michigan",8,51.83,48.17,202525,217922,"Challenger","Incumbent","D"
"208",2020,"Michigan",9,60.04,39.96,153296,230318,"Challenger","Incumbent","D"
"209",2020,"Michigan",10,33.72,66.28,271607,138179,"Challenger","Challenger","R"
"210",2020,"Michigan",11,51.21,48.79,215405,226128,"Challenger","Incumbent","D"
"211",2020,"Michigan",12,68.41,31.59,117719,254957,"Challenger","Incumbent","D"
"212",2020,"Michigan",13,80.72,19.28,53311,223205,"Challenger","Incumbent","D"
"213",2020,"Michigan",14,81.24,18.76,62664,271370,"Challenger","Incumbent","D"
"214",2020,"Minnesota",1,48.37,51.63,179234,167890,"Incumbent","Challenger","R"
"215",2020,"Minnesota",2,51.2,48.8,194954,204534,"Challenger","Incumbent","D"
"216",2020,"Minnesota",3,55.64,44.36,196625,246666,"Challenger","Incumbent","D"
"217",2020,"Minnesota",4,68.56,31.44,112730,245813,"Challenger","Incumbent","D"
"218",2020,"Minnesota",5,71.33,28.67,102878,255924,"Challenger","Incumbent","D"
"219",2020,"Minnesota",6,34.21,65.79,270901,140853,"Incumbent","Challenger","R"
"220",2020,"Minnesota",7,42.74,57.26,194066,144840,"Challenger","Incumbent","R"
"221",2020,"Minnesota",8,39.82,60.18,223432,147853,"Incumbent","Challenger","R"
"222",2020,"Mississippi",1,31.25,68.75,228787,104008,"Incumbent","Challenger","R"
"223",2020,"Mississippi",2,66.02,33.98,101010,196224,"Challenger","Incumbent","D"
"224",2020,"Mississippi",3,35.33,64.67,221064,120782,"Incumbent","Challenger","R"
"225",2020,"Mississippi",4,0,100,255971,0,"Incumbent",NA,"R"
"226",2020,"Missouri",1,80.6,19.4,59940,249087,"Challenger","Challenger","D"
"227",2020,"Missouri",2,46.73,53.27,233157,204540,"Incumbent","Challenger","R"
"228",2020,"Missouri",3,29.1,70.9,282866,116095,"Incumbent","Challenger","R"
"229",2020,"Missouri",4,30.5,69.5,245247,107635,"Incumbent","Challenger","R"
"230",2020,"Missouri",5,60.38,39.62,135934,207180,"Challenger","Incumbent","D"
"231",2020,"Missouri",6,31.49,68.51,258709,118926,"Incumbent","Challenger","R"
"232",2020,"Missouri",7,27.84,72.16,254318,98111,"Incumbent","Challenger","R"
"233",2020,"Missouri",8,21.75,78.25,253811,70561,"Incumbent","Challenger","R"
"234",2020,"Montana",1,43.61,56.39,339169,262340,"Challenger","Challenger","R"
"235",2020,"Nebraska",1,38.76,61.24,189006,119622,"Incumbent","Challenger","R"
"236",2020,"Nebraska",2,47.65,52.35,171071,155706,"Incumbent","Challenger","R"
"237",2020,"Nebraska",3,18.38,81.62,225157,50690,"Incumbent","Challenger","R"
"238",2020,"Nevada",1,64.92,35.08,74490,137868,"Challenger","Incumbent","D"
"239",2020,"Nevada",2,41.89,58.11,216078,155780,"Incumbent","Challenger","R"
"240",2020,"Nevada",3,51.58,48.42,190975,203421,"Challenger","Incumbent","D"
"241",2020,"Nevada",4,52.52,47.48,152284,168457,"Challenger","Incumbent","D"
"242",2020,"New Hampshire",1,52.62,47.38,185159,205606,"Challenger","Incumbent","D"
"243",2020,"New Hampshire",2,55.22,44.78,168886,208289,"Challenger","Incumbent","D"
"244",2020,"New Jersey",1,62.48,37.52,144463,240567,"Challenger","Incumbent","D"
"245",2020,"New Jersey",2,47.07,52.93,195526,173849,"Incumbent","Challenger","R"
"246",2020,"New Jersey",3,53.93,46.07,196327,229840,"Challenger","Incumbent","D"
"247",2020,"New Jersey",4,38.99,61.01,254103,162420,"Incumbent","Challenger","R"
"248",2020,"New Jersey",5,53.8,46.2,193333,225175,"Challenger","Incumbent","D"
"249",2020,"New Jersey",6,61.17,38.83,126760,199648,"Challenger","Incumbent","D"
"250",2020,"New Jersey",7,50.61,49.39,214318,219629,"Challenger","Incumbent","D"
"251",2020,"New Jersey",8,75.07,24.93,58686,176758,"Challenger","Incumbent","D"
"252",2020,"New Jersey",9,67.37,32.63,98629,203674,"Challenger","Incumbent","D"
"253",2020,"New Jersey",10,85.7,14.3,40298,241522,"Challenger","Incumbent","D"
"254",2020,"New Jersey",11,53.3,46.7,206013,235163,"Challenger","Incumbent","D"
"255",2020,"New Jersey",12,66.83,33.17,114591,230883,"Challenger","Incumbent","D"
"256",2020,"New Mexico",1,58.19,41.81,134337,186953,"Challenger","Incumbent","D"
"257",2020,"New Mexico",2,46.27,53.73,142283,122546,"Challenger","Incumbent","R"
"258",2020,"New Mexico",3,58.68,41.32,131166,186282,"Challenger","Challenger","D"
"259",2020,"New York",1,44.08,55.92,199763,157484,"Incumbent","Challenger","R"
"260",2020,"New York",2,46.5,53.5,177353,154123,"Challenger","Challenger","R"
"261",2020,"New York",3,56.28,43.72,161907,208412,"Challenger","Incumbent","D"
"262",2020,"New York",4,56.63,43.37,153007,199762,"Challenger","Incumbent","D"
"263",2020,"New York",5,100,0,0,229125,NA,"Incumbent","D"
"264",2020,"New York",6,67.98,32.02,74829,158862,"Challenger","Incumbent","D"
"265",2020,"New York",7,85.46,14.54,32520,191073,"Challenger","Incumbent","D"
"266",2020,"New York",8,84.83,15.17,42007,234933,"Challenger","Incumbent","D"
"267",2020,"New York",9,83.97,16.03,43950,230221,"Challenger","Incumbent","D"
"268",2020,"New York",10,75.52,24.48,66889,206310,"Challenger","Incumbent","D"
"269",2020,"New York",11,46.86,53.14,155608,137198,"Challenger","Incumbent","R"
"270",2020,"New York",12,83.33,16.67,53061,265172,"Challenger","Incumbent","D"
"271",2020,"New York",13,92.12,7.88,19829,231841,"Challenger","Incumbent","D"
"272",2020,"New York",14,72.32,27.68,58440,152661,"Challenger","Incumbent","D"
"273",2020,"New York",15,88.88,11.12,21221,169533,"Challenger","Challenger","D"
"274",2020,"New York",16,100,0,0,218471,NA,"Challenger","D"
"275",2020,"New York",17,62.72,37.28,117307,197353,"Challenger","Challenger","D"
"276",2020,"New York",18,56.33,43.67,145098,187169,"Challenger","Incumbent","D"
"277",2020,"New York",19,55.91,44.09,151475,192100,"Challenger","Incumbent","D"
"278",2020,"New York",20,61.17,38.83,139446,219705,"Challenger","Incumbent","D"
"279",2020,"New York",21,41.17,58.83,188649,131992,"Incumbent","Challenger","R"
"280",2020,"New York",22,49.98,50.02,156098,155989,"Challenger","Incumbent","R"
"281",2020,"New York",23,41.61,58.39,181060,129014,"Incumbent","Challenger","R"
"282",2020,"New York",24,44.71,55.29,182567,147638,"Incumbent","Challenger","R"
"283",2020,"New York",25,60.25,39.75,136198,206396,"Challenger","Incumbent","D"
"284",2020,"New York",26,70.89,29.11,91687,223276,"Challenger","Incumbent","D"
"285",2020,"New York",27,39.5,60.5,229044,149559,"Incumbent","Challenger","R"
"286",2020,"North Carolina",1,54.18,45.82,159748,188870,"Challenger","Incumbent","D"
"287",2020,"North Carolina",2,64.38,35.62,172544,311887,"Challenger","Challenger","D"
"288",2020,"North Carolina",3,36.62,63.38,229800,132752,"Incumbent","Challenger","R"
"289",2020,"North Carolina",4,67.33,32.67,161298,332421,"Challenger","Incumbent","D"
"290",2020,"North Carolina",5,31.73,68.27,257843,119846,"Incumbent","Challenger","R"
"291",2020,"North Carolina",6,62.27,37.73,153598,253531,"Challenger","Challenger","D"
"292",2020,"North Carolina",7,39.66,60.34,272443,179045,"Incumbent","Challenger","R"
"293",2020,"North Carolina",8,46.72,53.28,202774,177781,"Incumbent","Challenger","R"
"294",2020,"North Carolina",9,44.41,55.59,224661,179463,"Incumbent","Challenger","R"
"295",2020,"North Carolina",10,31.09,68.91,284095,128189,"Incumbent","Challenger","R"
"296",2020,"North Carolina",11,43.72,56.28,245351,190609,"Challenger","Challenger","R"
"297",2020,"North Carolina",12,100,0,0,341457,NA,"Incumbent","D"
"298",2020,"North Carolina",13,31.82,68.18,267181,124684,"Incumbent","Challenger","R"
"299",2020,"North Dakota",1,28.55,71.45,245229,97970,"Incumbent","Challenger","R"
"300",2020,"Ohio",1,46.29,53.71,199560,172022,"Incumbent","Challenger","R"
"301",2020,"Ohio",2,38.91,61.09,230430,146781,"Incumbent","Challenger","R"
"302",2020,"Ohio",3,70.85,29.15,93569,227420,"Challenger","Incumbent","D"
"303",2020,"Ohio",4,30.17,69.83,235875,101897,"Incumbent","Challenger","R"
"304",2020,"Ohio",5,32,68,257019,120962,"Incumbent","Challenger","R"
"305",2020,"Ohio",6,25.59,74.41,249130,85661,"Incumbent","Challenger","R"
"306",2020,"Ohio",7,0,100,236607,0,"Incumbent",NA,"R"
"307",2020,"Ohio",8,31.02,68.98,246277,110766,"Incumbent","Challenger","R"
"308",2020,"Ohio",9,63.08,36.92,111385,190328,"Challenger","Incumbent","D"
"309",2020,"Ohio",10,41.64,58.36,212972,151976,"Incumbent","Challenger","R"
"310",2020,"Ohio",11,80.05,19.95,60323,242098,"Challenger","Incumbent","D"
"311",2020,"Ohio",12,43.06,56.94,241790,182847,"Incumbent","Challenger","R"
"312",2020,"Ohio",13,53.88,46.12,148648,173631,"Challenger","Incumbent","D"
"313",2020,"Ohio",14,39.9,60.1,238864,158586,"Incumbent","Challenger","R"
"314",2020,"Ohio",15,36.57,63.43,243103,140183,"Incumbent","Challenger","R"
"315",2020,"Ohio",16,36.81,63.19,247335,144071,"Incumbent","Challenger","R"
"316",2020,"Oklahoma",1,33.91,66.09,213700,109641,"Incumbent","Challenger","R"
"317",2020,"Oklahoma",2,22.67,77.33,216511,63472,"Incumbent","Challenger","R"
"318",2020,"Oklahoma",3,21.51,78.49,242677,66501,"Incumbent","Challenger","R"
"319",2020,"Oklahoma",4,29.8,70.2,213096,90459,"Incumbent","Challenger","R"
"320",2020,"Oklahoma",5,47.94,52.06,158191,145658,"Challenger","Incumbent","R"
"321",2020,"Oregon",1,64.72,35.28,161928,297071,"Challenger","Incumbent","D"
"322",2020,"Oregon",2,38.15,61.85,273835,168881,"Challenger","Challenger","R"
"323",2020,"Oregon",3,75.65,24.35,110570,343574,"Challenger","Incumbent","D"
"324",2020,"Oregon",4,52.72,47.28,216081,240950,"Challenger","Incumbent","D"
"325",2020,"Oregon",5,53.47,46.53,204372,234863,"Challenger","Incumbent","D"
"326",2020,"Pennsylvania",1,43.44,56.56,249804,191875,"Incumbent","Challenger","R"
"327",2020,"Pennsylvania",2,72.54,27.46,75022,198140,"Challenger","Incumbent","D"
"328",2020,"Pennsylvania",3,91.03,8.97,33671,341708,"Challenger","Incumbent","D"
"329",2020,"Pennsylvania",4,59.53,40.47,179926,264637,"Challenger","Incumbent","D"
"330",2020,"Pennsylvania",5,64.7,35.3,139552,255743,"Challenger","Incumbent","D"
"331",2020,"Pennsylvania",6,56.05,43.95,177526,226440,"Challenger","Incumbent","D"
